url,channel_id,channel_name,view_count,title,assessment,Reasoning,publish_date,length,year
https://www.youtube.com/watch?v=G0ovb7R924M,UCLUZ6ShyBV3vnUAVMlUs4_g,Absolute Documentaries,295700,Unmasking the Darkness: The Haunting Legacy of Project MK Ultra | Absolute Documentaries,5,"The video transcript heavily supports conspiracy theories and potential disinformation. It includes numerous claims about mind control, covert government operations, and historical chemical and biological experimentation without credible evidence. The transcript employs classic conspiracy language, suggesting manipulation by powerful entities like the CIA and involving secret projects, cover-ups, and unethical human experimentation. There is significant use of fear-mongering, including detailed descriptions of methods allegedly used to dismantle individual autonomy and sanity, which aligns with common conspiracy theory patterns. These combined elements indicate a high likelihood that the content supports conspiracy theories and misinformation.",2023-10-15,3606,2023
https://www.youtube.com/watch?v=kbWkNtWE7RM,UC54VR-KYqGY7hbSxGJAkvOg,Red Web,12701,The History Behind All the Conspiracies | Denver Airport,5,"The video heavily supports conspiracy theories and mis/disinformation. The discussion centers around various conspiracy theories related to the Denver Airport, including hidden government facilities, the New World Order, and underground biological warfare testing, all of which lack credible evidence and contradict widely accepted facts. The language used suggests secrecy, cover-ups, and manipulation by powerful entities, such as the government and secret societies. The content also aligns with common conspiracy themes, making it very likely that the video supports such theories.",2023-10-02,3191,2023
https://www.youtube.com/watch?v=Nh7UTeVXkrA,UCUbh-B5Or9CT8Hutw1wfYqQ,PaytonMoreland,276942,The Secrets Behind The Denver International Airport,5,"The video transcript is very likely to support conspiracy theories or mis/disinformation. It includes numerous unfounded claims about the Denver International Airport being linked to apocalyptic events, secret societies like the Illuminati and Freemasons, and underground bunkers potentially connected to military complexes. It promotes secrecy, cover-ups, manipulation by powerful entities, and also displays patterns commonly associated with conspiracy theories, such as distrust in official explanations and the suggestion of hidden nefarious agendas. These themes are consistent with known conspiracy theories, which are not supported by credible evidence.",2024-07-17,2700,2024
https://www.youtube.com/watch?v=8xMGlbFSWWc,UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,1960728,Insane Conspiracy Theories That Turned Out to be True,5,"The video is highly likely to support conspiracy theories or mis/disinformation. It presents a series of historical events and theories, some of which are based on real historical incidents but are framed in a sensationalist manner that implies broad-reaching secretive actions and cover-ups by governments or powerful entities. The language often suggests secrecy, cover-ups, and manipulation, while the narrative blurs the line between verified events and speculative assertions, appealing to emotions and encouraging skepticism of authoritative sources.""",2024-05-09,1660,2024
https://www.youtube.com/watch?v=cdsHaBN5sFE,UC0vn8ISa4LKMunLbzaXLnOQ,GBNews,169366,'PSYCHOPATHIC' Big Pharma 'KILLING for Profit' | Neil Oliver with Dr. Aseem Malhotra,5,"The video transcript displays a strong tendency towards conspiracy theories and misinformation. It includes claims that lack credible evidence, such as the idea that corporations like ""big pharma"" are deliberately psychopathic and causing widespread harm for profit. It propagates themes of secrecy, alleging cover-ups and manipulation by powerful industries to suppress the truth about health issues and vaccines. The language also uses fear-mongering and an appeal to emotion, suggesting a hidden agenda and controlling powers, and it frequently contradicts widely accepted scientific facts and promotes distrust in authoritative health sources. These elements combined suggest a very high likelihood that the video supports conspiracy theories or mis/disinformation.",2024-11-05,1961,2024
https://www.youtube.com/watch?v=VVMpple3CJc,UCIFk2uvCNcEmZ77g0ESKLcQ,The Why Files,2295294,Subliminal Warfare | Mind Control and Invisible Influence,5,"The video extensively discusses conspiracy theories and unproven claims, particularly regarding mind control technology allegedly used by the U.S. military. It repeatedly mentions the subliminal influence and secret government operations linked to mind control, the CIA, and other covert projects without providing credible evidence. The language often implies secrecy and manipulation by powerful entities, consistent with patterns of conspiracy theories and misinformation themes.",2024-05-20,2578,2024
https://www.youtube.com/watch?v=Ozgykl3RCxk,UCRMQ2doM9hScVCzQSn3hmog,Lufa,334396,Why the Internet is Dead (Dead Internet Theory),5,"The video transcript extensively discusses the ""Dead Internet Theory,"" which is an online conspiracy theory asserting that the internet is largely dominated by bot activity and manipulated content. The video uses suggestive language about governmental and corporate manipulation, and presents a narrative of fear regarding the future of the internet due to AI. It emphasizes distrust towards centralized control and the possibility of government-led information manipulation, both hallmarks of conspiracy theories. The video also conflates credible concerns about AI and automation with more speculative elements, leading to a strong suggestion of support for conspiracy theories or misinformation themes.",2024-03-05,1853,2024
https://www.youtube.com/watch?v=tm_-1NpKu6I,UCXne_ZZ7yM1cm0tCU4Q6H_w,Ryan Biller,1169,Conspiracy Culture at Denver International Airport: The Strangest Airport in the World,5,"The video transcript contains numerous references and claims about conspiracy theories specifically associated with the Denver International Airport (DIA), such as underground bunkers for the elite and a new world order hiding within its confines. The dialogue includes language suggesting secrecy and manipulation by powerful entities, such as secret societies (e.g., the Freemasons) and government cover-ups. Additionally, themes of distrust toward authoritative sources and appeals to emotion are prevalent, indicated by mentions of secrecy and potential dangers. These elements strongly suggest that the video supports and perpetuates conspiracy theories and mis/disinformation surrounding the DIA.""",2021-06-18,2579,2021
https://www.youtube.com/watch?v=_nGePkIW3Ac,UCIFk2uvCNcEmZ77g0ESKLcQ,The Why Files,6388638,Project Looking Glass | The Time Warriors of the 2012 Apocalypse,5,"The video transcript is filled with numerous conspiracy theories and unfounded claims, such as the existence of secret government projects like ""Project Looking Glass"" and ""Majestic 12,"" time travel, future human-alien hybrid races, and an impending global catastrophe engineered by these entities. It heavily promotes ideas of secrecy and manipulation by elite groups, using language that suggests cover-ups and fear-mongering. The narrative discusses events like the 2012 apocalypse, pole shifts, and Stargates without credible evidence, all hallmarks of conspiracy theories. The overall content strongly aligns with disinformation themes targeting government and historical facts, justifying the high score on the likelihood scale.",2023-11-30,2542,2023
https://www.youtube.com/watch?v=aZkDWg9-H-A,UCu9SNFGpY_odhZT_LevkGvw,Dark Hearts with Stacy Lee,1179,The dead internet conspiracy theory,5,"The video transcript heavily supports conspiracy theories and mis/disinformation. It presents multiple claims, such as the ""Dead Internet Theory,"" which lack credible evidence and contradict widely accepted facts about AI and internet usage. The language and themes suggest manipulation by powerful entities, like governments or secret cabals, exacerbating paranoia and distrust. Moreover, it includes appeal to fear and emotion by utilizing absurd examples (e.g., Shrimp Jesus) to strengthen its narrative, typical patterns seen in conspiracy discourse.",2024-08-01,2313,2024
https://www.youtube.com/watch?v=03xIkrg41Nw,UCPFeGwzsB2UNpSZriZkztuQ,Creaky EXTRA,2590,"The Ultimate Conspiracy Mashup: Pandas, Flat Earth, and Hidden Antarctic Mysteries",5,"The video transcript is heavily populated with unsubstantiated claims around well-debunked conspiracy theories, such as the flat Earth theory, Bigfoot sightings, and misinformation about Antarctica and fake animals like pandas. The language used indicates a pervasive distrust of credible sources and a reliance on anecdotal, emotional, and speculative assertions over empirical evidence. The transcript also occasionally references the Vatican and historical misrepresentations, further aligning with patterns common in conspiracy-laden content. The content is very likely to support conspiracy theories and mis/disinformation narratives.",2024-11-03,2579,2024
https://www.youtube.com/watch?v=cfGSQXcPvR0,UCb7xZQi7F3RW7BNtR57cNnA,Banijay History,118376,The Truth About Opus Dei - Forbidden History,5,"The video transcript frequently discusses secret societies like the Freemasons, the Bilderberg Group, and Skull and Bones, suggesting that these groups may be manipulating global events and governments from the shadows. Several statements suggest secrecy, cover-ups, and manipulation by powerful entities, embodying classic conspiracy theories. The recurrent themes of secret rituals, global control, and the idea of a shadowy elite align closely with well-known conspiracy theories, contributing to a high likelihood that the video supports such narratives. Additionally, these claims lack credible evidence and contradict widely accepted facts, further emphasizing the video’s inclination towards conspiracy theories and disinformation.""",2024-08-01,2677,2024
https://www.youtube.com/watch?v=Je3Qu-xMuxM,UCIFk2uvCNcEmZ77g0ESKLcQ,The Why Files,4422515,ALIEN WAR and The Horrors of Dulce Underground Base,5,"The video transcript is filled with numerous unfounded claims and conspiracy theories, including secret alien bases, government collaboration with aliens, new world order plots, and unsupported allegations of advanced alien technology. The language consistently suggests secrecy and cover-ups by powerful entities, promoting distrust of authority. The narrative heavily relies on fear-mongering and appeals to emotion without offering credible evidence, making it highly supportive of conspiracy theories and disinformation.",2022-11-03,2421,2022
https://www.youtube.com/watch?v=k5EG2b_U9bk,UC1nJzvNaB_ql4RHrzgozrQQ,READY TO GLARE,140303,Mephisto's Corner ep. 2: Denver International Airport,5,"The video heavily supports conspiracy theories and misinformation. It discusses various unfounded claims related to the Denver International Airport, such as underground bunkers for elites, satanic rituals, a Nazi New World Order, and connections to secret societies like the Freemasons. The dialogue is filled with speculative language, appeals to emotion by stirring fear of government control, and references to widespread conspiracy themes like reptilian overlords. There is consistent skepticism of authoritative sources and an embrace of the extraordinary without credible evidence, clearly aligning with conspiracy theory patterns.",2019-04-11,2845,2019
https://www.youtube.com/watch?v=j4tuBwD34gw,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,2142264,Top 50 Conspiracy Theories That Turned Out to Be TRUE,5,"The video transcript exhibits numerous conspiracy theories and unfounded claims that lack credible evidence and are commonly associated with conspiracy rhetoric. It contains language that suggests manipulation by powerful entities, such as the CIA and governments involved in cover-ups or illicit activities. Recurring themes include government and military experimentation, false flag operations, and secret infiltration, all of which are central to conspiracy theories. The content promotes distrust of authoritative sources and has fear-mongering elements, making it very likely to support conspiracy theories or mis/disinformation.""",2023-12-08,3242,2023
https://www.youtube.com/watch?v=Fi580zyqJbE,UCJX_1s73939AHfCFEzAU2mQ,Alex Witney,310,What's Up With DENVER AIRPORT? - Conspiracy 101,5,"The video extensively explores and discusses several conspiracy theories and unfounded claims about Denver International Airport, such as it being a headquarters for the New World Order or the Illuminati, and hiding underground bunkers for lizard people or global elites. The video uses language and themes commonly associated with conspiracy theories, like secrecy and manipulation by powerful entities, without providing credible evidence. These factors strongly suggest that the video supports and promotes conspiracy theories and misinformation.",2022-06-11,4311,2022
https://www.youtube.com/watch?v=sucrnlxq8CA,UCCjG8NtOig0USdrT5D1FpxQ,NewsNation,3598474,"Video: Mysterious drones swarm military bases, New Jersey skies | Reality Check",5,"The video is highly likely to support conspiracy theories and disinformation. It continuously suggests that governments are withholding information from the public, discusses unverified sightings of UFOs and advanced drones, and alludes to secret military technology and potential alien contact without credible evidence. The speaker also questions official narratives and mainstream media, hinting at cover-ups and manipulation by powerful entities, which are typical patterns in conspiracy theories. Overall, the rhetoric used, along with the lack of definitive evidence, suggests a strong alignment with conspiracy theory themes.",2024-12-05,3946,2024
https://www.youtube.com/watch?v=sbaz2MUGf2Q,UCRtsZ5Iak9wSLsQLQ3XOAeA,SciManDan,739534,Flat Earth Documentary Debunked: SUPERCUT,5,"The video heavily promotes unfounded theories like the Flat Earth, makes multiple claims that contradict widely accepted scientific facts, and shows a strong pattern of distrust towards authoritative sources like NASA. It also frequently uses language that suggests manipulation by powerful entities and presents information with a tone meant to evoke mistrust and fear. These are clear indicators of conspiracy theory content, supporting the assessment of ""Very Likely"" that the video promotes conspiracy theories or misinformation.",2021-08-15,6027,2021
https://www.youtube.com/watch?v=baliOIBs4Dc,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,335139,UFO Historian Richard Dolan on the Drone Mystery and Disclosure in 2025 | Unveiled Ep. 3,5,"The video transcript supports conspiracy theories due to the discussion of UFOs, government cover-ups, and secret technologies. The conversation includes claims without credible evidence, such as constant monitoring and interference by non-human entities, and promotes distrust towards authoritative sources by criticizing government transparency. Themes of secrecy, manipulation by powerful entities, and the potential impact of extraterrestrial presence on society are recurring, aligning with common conspiracy theory patterns.",2025-01-17,6148,2025
https://www.youtube.com/watch?v=3PvJG53Qjxc,UCkk67AxIfnOqn30W9D_f5eg,Visual Disturbance,1680,Hawara Labyrinth of the Fallen Ones (Cities Lost In Time Series),5,"The video transcript contains numerous claims that lack credible evidence, such as references to ancient magic, portals, and myths as factual occurrences. It frequently suggests secrecy and cover-ups by mentioning hidden technologies and ancient powers that modern authorities supposedly suppress. The content often promotes distrust in scientific explanations and relies heavily on speculative connections between ancient myths, and modern technology. These patterns are consistent with conspiracy theories, thus the content is highly likely to support conspiracy theories or misinformation.",2024-08-03,6185,2024
https://www.youtube.com/watch?v=F1ibykwmNdY,UC0RmdJ0nhShuDLp8Q41Blwg,Underground Church FOJC,40060,5 Hawara Labyrinth of the Fallen Ones (Cities Lost In Time),5,"The video transcript is heavily laced with unfounded claims linking ancient Egyptian labyrinths to modern conspiracy theories involving secret knowledge, dark magic, and the manipulation of historical narratives. There is significant use of language suggesting secrecy and manipulation by powerful entities, such as references to secret military applications, serpent cults, and the resurrection of ancient deities. The video promotes speculative and fearful imagery, distrust of historical accounts, and appeals to emotion over logic by suggesting connections between ancient myths and contemporary global events without credible evidence.",2024-02-11,6185,2024
https://www.youtube.com/watch?v=bQkVX8s4CVM,UCZdWrz8pF6B5Y_c6Zi6pmdQ,Decoding the Unknown,441072,Denver International Airport: Home of New World Order?,5,"The video is filled with speculative and extravagant claims that showcase numerous conspiracy theories associated with the Denver International Airport. It discusses the purported connections to the New World Order, the Illuminati, and even extraterrestrial influences, often without credible evidence. The use of humor to acknowledge and debunk these theories by the airport itself does not mitigate the promotion of unfounded and sensationalized claims, which encourage spreading of disinformation. The presence of recurring themes like secret societies, lizard people, and doomsday bunkers illustrate a significant alignment with popular conspiracy theories and demonstrate a consistent pattern of distrust towards authoritative explanations.",2023-10-20,4505,2023
https://www.youtube.com/watch?v=zpd9yy7AVd4,UCKGnI1fe7mLTvda2cdEdhYQ,Sinisterhood Podcast,489,The Denver Airport Conspiracy | Episode 140 | Sinisterhood Podcast,5,"The video script heavily promotes numerous unfounded conspiracy theories related to the Denver International Airport, including the existence of secret underground tunnels, the New World Order, and connections to the Illuminati and Nazis. The speakers continuously invoke themes of secrecy, hidden societies, and potential global disasters without credible evidence, creating a narrative based on fear and distrust. The content aligns closely with common patterns of conspiracy theories and mis/disinformation, making it ""Very Likely"" that the video supports these narratives.",2022-08-29,5604,2022
https://www.youtube.com/watch?v=Yyx_ghoa05E,UCu4XcDBdnZkV6-5z2f16M0g,Real Stories,1232865,2+ Hours Of Secrets The CIA Doesn't Want You To Know | CIA Declassified Marathon,5,"The video transcript extensively discusses covert CIA operations, assassination plots, and collaboration with entities such as the mafia and foreign intelligence services. It emphasizes secrecy, manipulation, and operations that contradict legal and ethical standards. The narrative is deeply entrenched in themes suggesting cover-ups and distrust of authoritative sources. It outlines sensational claims like a failed CIA assassination attempt on Fidel Castro and links to Hollywood, aiming to implant doubts about historical events. This aligns closely with conspiracy theory patterns, warranting a ""Very Likely"" assessment.",2024-09-15,8644,2024
https://www.youtube.com/watch?v=MXyCj08M0a8,UCVmlEoDSeImXV5aPz8EvP0A,COAST TO COAST AM OFFICIAL,154955,The Secrets of Reptoid Beings and Hidden Underground Bases | FULL SHOW,5,"The video prominently features discussions of reptilian humanoid theories, underground civilizations, and conspiratorial views on military bases, all of which are classic themes of conspiracy theories lacking credible evidence. The language in the transcript suggests secrecy and manipulation by powerful entities like the government and NASA, contributing to narratives deviating significantly from established scientific consensus. There is a reliance on anecdotal accounts and speculation, often appealing to emotions and fears about hidden truths.",2023-12-12,7042,2023
https://www.youtube.com/watch?v=mDvxw8u2avo,UCqZQJ4600a9wIfMPbYc60OQ,Sabin Civil Engineering,41634,Sabin Mathew vs ic911 | The Debate on Twin Tower Collapse,5,"The video heavily supports conspiracy theories and misinformation about the 9/11 attacks, particularly the collapse of the Twin Towers. The discussion revolves around the ""controlled demolition"" theory, which contradicts the widely accepted findings of extensive investigations by authoritative sources like NIST. The video is filled with speculative claims, assertions of cover-ups, and distrust of official explanations, all of which are hallmark characteristics of conspiracy discourse. The participants rely on unsubstantiated evidence and often ignore credible explanations provided by reputable scientific investigations.",2023-12-08,6589,2023
https://www.youtube.com/watch?v=e3w8hzZIVZk,UCzJXNzqz6VMHSNInQt_7q6w,Megyn Kelly,493566,"Fauci, Vaccines, and Big Pharma's Power | Robert F. Kennedy, Jr. Interview, Part 1",5,"The video heavily promotes claims that lack credible evidence, especially around vaccines, with repeated suggestions of cover-ups and manipulation by powerful entities like pharma companies and public health agencies. It questions widely accepted scientific consensus on vaccines, uses language indicative of secrecy and deceit, and presents emotion-laden narratives over logical evidence. Themes such as vaccine safety, the power of Big Pharma, and government conspiracies are prevalent, strongly aligning the content with conspiracy theories and potential misinformation.",2022-03-21,7194,2022
https://www.youtube.com/watch?v=T501LHx0R_Q,UCbtV5L8TVB0zQ9khThGApLw,Danny Jones,574753,Harvard Scientist Exposes CIA Mind Control Weapons Still Being Used Today | Len Ber & Robert Duncan,5,"The video transcript is replete with claims that lack credible evidence and promote conspiracy theories, such as directed energy weapons used to target individuals domestically and internationally. The discussion includes themes of secrecy, cover-ups, and manipulation by powerful entities like governments and intelligence agencies, using sophisticated, mysterious technologies. Patterns of inducing fear, fostering distrust of authoritative sources, and leveraging emotional rhetoric to persuade listeners are prevalent. The topics align with well-recognized conspiracy theory themes, such as government mind control experiments and advanced, secretive technology misuse.",2022-11-08,8596,2022
https://www.youtube.com/watch?v=zZJizcuci-s,UC4HttNRwamCTHVu_H6i-uvw,MyronGainesX,74458,Former Fed Reacts To 9/11 Conspiracy! Was It An INSIDE Job? (PART 1),5,"The video extensively covers numerous conspiracy theories concerning the September 11 attacks, directly examining discrepancies between the official narrative and purported evidence suggesting an alternative version of events. It references claims lacking credible evidence and showcases testimonies that contradict widely accepted facts. The documentary emphasizes themes of secrecy, manipulation by powerful entities, and suggests the attacks were allowed or orchestrated for ulterior motives, chiefly to enable wars in the Middle East. The content effectively appeals to emotions and encourages skepticism towards authoritative accounts, embodying hallmarks of conspiracy theories and potential disinformation.",2022-11-10,7411,2022
https://www.youtube.com/watch?v=UGkS4g7sMYc,UCcHYe-Qw7qUN5gFWMdj9nNw,The Official Channel,660746,The Denver International Airport Conspiracy | Red Thread,5,"The video heavily features discussions around conspiracy theories related to the Denver International Airport, including claims of secret underground bunkers, New World Order connections, Nazi symbolism, demonic statues, and reptilian elites. Much of the content is based on speculation, associations of imagery without evidence, and acknowledgment of conspiracy theories. The video engages with topics often linked with mis/disinformation and conspiracy thinking, such as Freemason secrets and shadow governments. The video even acknowledges this by incorporating marketing strategies that play into the conspiracy. Overall, it actively supports and perpetuates conspiracy theory themes.",2024-03-08,4846,2024
https://www.youtube.com/watch?v=11RwCm_OaGc,UCapjjx0t9VR5LzPXb2Lij6g,Hipstr,1536609,The Unspeakable | Full Movie 4K,5,"The video heavily promotes conspiracy theories and disinformation about the events of 9/11. It suggests that the government was involved in a cover-up and presents unsubstantiated claims about the use of explosives in the collapse of the World Trade Center towers. The language and testimonies involve distrust in authoritative sources, emotional appeals, and recurring conspiracy themes without credible evidence, aligning with conspiracy theory patterns.",2021-11-01,5387,2021
https://www.youtube.com/watch?v=sDwhTZTLc-Y,UCgfcqu6AlTobWNcVp5yM86w,Flix For Free,1891480,Secret Space UFOs: Apollo 1-11 (2023) | FULL DOCUMENTARY | Buzz Aldrin | Neil Armstrong | Mike Bara,5,"The video consistently promotes unfounded theories and speculation concerning UFOs, secret bases on the Moon, and hidden government agendas, contradicting widely accepted scientific explanations and historical records. The language throughout suggests cover-ups and secrecy by powerful entities like NASA and the U.S. government, appealing heavily to fear and distrust of authoritative sources. Recurring themes of extraterrestrial life and concealed advanced technology further align with classic conspiracy theories, supporting the conclusion that the video is highly likely to propagate conspiracy theories and mis/disinformation.",2024-01-20,6289,2024
https://www.youtube.com/watch?v=XWgbDBIdFWM,UCZdWrz8pF6B5Y_c6Zi6pmdQ,Decoding the Unknown,481767,Was 9/11 an Inside Job?,5,"The video transcript extensively discusses a wide range of conspiracy theories surrounding the 9/11 attacks. It critically examines various claims that lack credible evidence, suggests manipulation by powerful entities, and includes frequent references to known conspiracy theories (e.g., inside job theories, missile theories, anti-Semitic conspiracy theories). The discussion of these unfounded theories aligns with themes commonly associated with conspiracy theories or misinformation, warranting a ""Very Likely"" assessment.",2022-11-24,3295,2022
https://www.youtube.com/watch?v=pKb-ySKkN5Q,UCz8K1occVvDTYDfFo7N5EZw,Law&Crime Network,1488637,Lawyer Grills InfoWars Producer Daria Karpova Over Sandy Hook Shooting 'Hoax' Reports,5,"The transcript contains numerous instances of unsupported claims, conspiracy theories, and disinformation regarding the Sandy Hook Elementary School shooting. The language suggests significant secrecy and manipulation by powerful entities, such as discussions about ""false flags"" and ""crisis actors."" The promotion of unfounded theories, distrust of official reports, and an emotional rather than logical approach aligns with common conspiracy theory patterns. The involvement of Infowars, a platform known for spreading conspiracy theories, further supports this assessment.",2022-07-27,4420,2022
