etag,title,description,channelTitle,publishTime,thumbnails,channelId,videoId,length,view_count,language,video_id,transcript,score,reason
OxBpg5IcI_fPVIwOkpwjgr7iWes,Age of Apes ads review new level: Banana-powered empire #games #gaming #funny,,AOA Review,2025-04-22T15:00:12Z,"{'default': {'url': 'https://i.ytimg.com/vi/7bTf1YnirpM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7bTf1YnirpM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7bTf1YnirpM/hqdefault.jpg', 'width': 480, 'height': 360}}",UCrddA2HWyVhVmU3X63oJMgg,7bTf1YnirpM,33,81718,en,7bTf1YnirpM,"Black fight and confer. Train your monkey army today. Now, right now today your rocket for li. Okay. Good time. The most fun banana were evil right now.",1,The video title and transcript suggest it is related to a gaming advertisement
LrgWEBYsbBttNwK6B3GDvsYdB-k,$30 VS $300 Tech Products That Are Worth It,Social Media Links     Instagram: https://www.instagram.com/blatantreviewz/?hl=en TikTok: ...,Blatant Reviews,2025-04-14T21:46:21Z,"{'default': {'url': 'https://i.ytimg.com/vi/iwdNUAQjNRg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/iwdNUAQjNRg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/iwdNUAQjNRg/hqdefault.jpg', 'width': 480, 'height': 360}}",UCPG-kUxVpjZWFAJeCwS4cQw,iwdNUAQjNRg,59,109749,en,iwdNUAQjNRg,"These are three tech products that I think are absolutely worth the money. First up, we got this little device here, which is actually a speaker, the Anything Speaker, because apparently this will turn anything it sticks to into a speaker. If I play music now, doesn't sound like much, right? This is the box that it came in. I got a cutting board. Apple box. The entire desk is playing the music. Next is the Auto Sky. This device here allows you to watch Netflix and YouTube on your car screen. Mr. beast is on my screen. I never thought I'd see the day. So, just like that, you can watch the same movies at home in your freaking car. Just be careful if you use this. Lastly, my favorite of them all is you block out. These are shades that promise 100% blackout in your room. The blinds are closed, but there's still a lot of light in my room. All right, let's switch them out. They're installed. As you can see outside, it's broad daylight. This is about to blow your mind, bro. It's pitch black. This is crazy. Yo, I'm about to get the best sleep of my freaking",1,The video transcript does not contain any claims that lack credible evidence or promote unfounded theories. The content is focused on reviewing tech products and their functionalities without any mention of secrecy
zJtLt6rYQLDS7Qgd6TBUDGitsb0,Are OnePlus Nord 4 Owners Cooked? #shorts,Do us a favour if you are reading this. Hit the Subscribe button and the Bell icon for notifications on our latest video drops.,Trakin Tech English,2025-03-28T05:40:10Z,"{'default': {'url': 'https://i.ytimg.com/vi/GctshYYWMSE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GctshYYWMSE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GctshYYWMSE/hqdefault.jpg', 'width': 480, 'height': 360}}",UCn7DATpF0Nk-YJmjw4gMwfg,GctshYYWMSE,60,219013,en,GctshYYWMSE,"this phone has cooked all OnePlus not 4 users see truth be told last year OnePlus not 4 was one of the best phones under R 30,000 you obviously got a metal uni body design after a long time there Snapdragon 7 plus gen 3 inside lpdr 5x Ram type ufs 3.1 storage in the base variant ufs 4.0 storage in the higher end variant plus 100 W charging speeds with a large battery and great battery life as well and you know what right now this phone is available for approximately 25,000 rupees which is fantastic having said that the IU Neo 10r with the Snapdragon 8s gen 3 seems like a better buy now see firstly Snapdragon 8s Gen 3 is more powerful than the Snapdragon 7 plus gen 3 in fact you get a larger battery and even better battery left than the KN 4 which is already GRE plus you also get 4k 30 FPS video recording from the front camera but yes the KN for's oxygen o experience is obviously going to be better than fun touch o now why am I saying all of this this is our way of just asking you guys whether if you want a full comparison between these two phones now if we get 100 comments then we might just do it so do let us know for more such interesting short comparisons subscribe to track English",1,The video transcript does not contain any claims that lack credible evidence
cgXLhSgT7B41dpmGV_iCLnjb2Ec,iQOO z9s pro 5g unboxing &amp; review #smartphone #tech #review #iqooz9spro5g,,Adarsha Ghosh,2024-09-27T11:37:19Z,"{'default': {'url': 'https://i.ytimg.com/vi/IxT3x53mnHs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IxT3x53mnHs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IxT3x53mnHs/hqdefault.jpg', 'width': 480, 'height': 360}}",UCfPiyiQGykvqBUVHH6CRlTw,IxT3x53mnHs,19,97267,en,IxT3x53mnHs,now this is what I call a Fleek smartphone this is the IU z9s Pro just 7.49 mm thin yet it packs a massive 5500 mAh battery that's not all it also boasts a curved AMOLED display giving it a premium feel that is rare in the mid-range phone segment I've also got the,1,The video appears to be a straightforward unboxing and review of a smartphone
b-sMsWhrdBRpEER6thpQSih4qgg,5 Crazy Amazon tech finds you Need😱#tech  #amazonfinds,These are the coolest amazon finds i have EVER found! these tech gadgets from amazon are so usefull!,JMTech,2023-09-29T21:07:48Z,"{'default': {'url': 'https://i.ytimg.com/vi/efemIGFQ64M/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/efemIGFQ64M/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/efemIGFQ64M/hqdefault.jpg', 'width': 480, 'height': 360}}",UCPMIXPIhGp2WJzocPRQiM1w,efemIGFQ64M,23,117901,en,efemIGFQ64M,five of the craziest Amazon Tech find this is a modular action camera so you can get those crazy 360 shots as well as those super high quality standard GoPro like shots this is a solar panel that can charge your phone if you lose power or if you're just going Camp these are called the nothing ear sticks and they are the coolest earphones I've ever seen plus they have great sound this is the JBL go 3 and it is a speaker that has a bigger sound than its size trust me you'll be impressed this is a mini label maker so you'll stay organized but subscribe to safe to date with gadgets like this,1,The video transcript does not contain any claims that lack credible evidence or promote unfounded theories. The content strictly discusses various tech gadgets available on Amazon
Z97xt2yZklFJlZ6-t6mGXq6PFBk,The Best Small Phone of 2024  Asus Zenfone X Review,"Unlock the world of tech with Marques Brownlee! Dive into quick, insightful reviews and overviews of the latest gadgets, ...",Marques in a Minute,2024-03-21T23:00:13Z,"{'default': {'url': 'https://i.ytimg.com/vi/EzJ55OlogZ4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EzJ55OlogZ4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EzJ55OlogZ4/hqdefault.jpg', 'width': 480, 'height': 360}}",UCKw1l3nBx9NdAZQR0sPKFXw,EzJ55OlogZ4,43,102922,en,EzJ55OlogZ4,like the smallest phones from the biggest companies are still do you want to call a pixel 7A small that's a 6.1 in screen or maybe Galaxy s23 the Baseline one that's also a 6.1 in screen it's tough to find a truly small phone that brings all the flagship features down but luckily there's one that really did it and so it definitely deserves this award the best small phone you saw this coming already it's the Asus zenphone 10 this is the Flag ship that packs everything you need and More in an actually one- handable phone with a 5.9 in display so it deserves to be the winner and I'm so glad that this phone exists when I reviewed the Zen phone 9 last year I said it was pretty close to perfect,1,The video content is a review of a smartphone
b7A6d9YsCJqiOmfCcP_U7GTpbyk,Unmatched Design Perfection Dell XPS 13 Redefines Laptop Aesthetics! 😮 | Credit: @mkbhd,"Welcome to TechFlicks, your ultimate destination for concise and insightful tech reviews in bite-sized shorts! Our channel is ...",TechFlicks,2023-07-27T18:39:28Z,"{'default': {'url': 'https://i.ytimg.com/vi/eoxyE5jnjxw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/eoxyE5jnjxw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/eoxyE5jnjxw/hqdefault.jpg', 'width': 480, 'height': 360}}",UCaQ8WeUOn0IlCHqZgrO3VEA,eoxyE5jnjxw,52,180002,en,eoxyE5jnjxw,this is the Dell XPS 13 plus it's probably the hottest laptop design I have ever seen and then when you actually get to using the laptop you pretty quickly realize it's a little bit more difficult to use specifically because of the sick design it's like probably the purest example of form over function I've ever seen so just look at this thing look at this thing most laptops look really similar to each other but when I picture it like a modern even slightly futuristic laptop this is what comes to mind it's this all white clean thin folding piece of metal with edge to edge everything basically the keyboard goes to edge to edge but is also particularly flat without being terrible to type on which looks really good and it matches up with this 13 inch 4K OLED touch screen also going corner to corner and this is not the only laptop to have basically full screen display corner to corner,1,The video transcript focuses on the design and functionality of the Dell XPS 13 laptop
GavHR4z9DCM3eSdxRurvegZXSf8,iPhone 16 Three Months Later - Officially a Failure??,"This is a short review of the new iPhone 16. Three months later, I feel as though the iPhone 16 hasn't delivered on its promises ...",JSL Review,2025-01-06T14:00:09Z,"{'default': {'url': 'https://i.ytimg.com/vi/7koELD8O-3E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7koELD8O-3E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7koELD8O-3E/hqdefault.jpg', 'width': 480, 'height': 360}}",UCtYJT2feifBiVsxSC1S1Jwg,7koELD8O-3E,54,232321,en,7koELD8O-3E,so it's been 3 months with the new iPhone 16 and I think it's finally time to officially call it a dud now don't get me wrong it's not because the phone has any inherent problems it's a really well put together phone that looks great especially in some of the new colors like the teal one that I have here the problem is the quote unquote new stuff Apple introduced on the phone are pretty lackluster to say the least like the new camera control button on the side of the frame I virtually never use it and I doubt I ever will it's not comfortable to engage with especially one-handed and it makes accessing the cameras and its featur is more cumbersome than what we're all used to but what has to be the biggest let down so far is Apple intelligence the main selling point Apple was trying to make in order for people to take the plunge on the iPhone 16 even though all the features haven't rolled out yet what has been released is pretty mid to put it nicely especially when it comes to Siri it's still such a disappointing virtual assistant all to say I take a pass on this one and see what Apple comes out with next year,1,The video transcript is a review of the iPhone 16
c7n08qx3xT2PboSX1y-UZfM2gn4,These Cooper Flagg highlights 🎥,Subscribe to ESPN+ http://espnplus.com/youtube ✔️ Get the ESPN App: http://www.espn.com/espn/apps/espn ✔️ Subscribe to ...,ESPN,2024-10-19T22:00:20Z,"{'default': {'url': 'https://i.ytimg.com/vi/fAHOGIPEtqs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/fAHOGIPEtqs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/fAHOGIPEtqs/hqdefault.jpg', 'width': 480, 'height': 360}}",UCiWLfSweyRNmLpgEHekhoAg,fAHOGIPEtqs,16,285339,en,fAHOGIPEtqs,flag pulls up and flag from outside Cooper flag Le oh blocked by flag with North Carolina every year as flag tries the triple and not,1,The video in question appears to be a sports highlight reel focusing on the performance of an athlete named Cooper Flagg. The transcript lacks any mention of claims that promote conspiracy theories or mis/disinformation. There is no language indicating secrecy
7gfFaSvhbfWtF6j8564f0IXvjVQ,Condensed MLB game highlights: Cubs stun Dodgers 11-10 in extra-inning thriller at Wrigley Field,Watch the top highlights from the Chicago Cubs' 11-10 walk-off win over the Los Angeles Dodgers at Wrigley Field. Download the ...,Marquee Sports Network,2025-04-23T03:23:45Z,"{'default': {'url': 'https://i.ytimg.com/vi/AFyEioW91t4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AFyEioW91t4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AFyEioW91t4/hqdefault.jpg', 'width': 480, 'height': 360}}",UCPjLPkIGarIllh4wtKWfYQQ,AFyEioW91t4,1153,82843,en,AFyEioW91t4,"[Applause] Great national anthem from the band Goodn Night Texas. One of the members, the one with the good hair on the left, Patrick Dyer Wolf, cousin of our own Boo Shabi, who is under the weather hopefully on the men. Best wishes, Boo. We hope to see you back here soon. In the meantime, it's the Cubs versus Dodgers part three versus Tokyo, Japan, then Chavez Ravine, and now here in Chicago. It's the Chicago Cubs taking on the Los Angeles Dodgers. Game one of two here from Wrigley Field. with Imanaga making his sixth start. Then against quality competition, all all six opponents or all five previous opponents 13-9 or better. Four hitless against the Dodgers over in Tokyo on opening day and the Cubs are 26-8 in his starts. That's a 765 winning percentage. So here's a fun one. Just like in Tokyo, pitch one, game one of the 2025 season. It is Shi Otani at the plate and Shota Imanaga on the mound. First pitch. It's off the glove of Gage Workman and it goes into left field. Show Otani reaches base. And this this has got all kinds of funky spin on it. Looks like a routine play, but I I think this ball took a crazy hop on engage. You can see the way he had to lunge for it at the last and out to center. PCA makes the catch. Utani being the big exception. Liner to left. Plays it on a hop. He bets Hernandez Freeman. Cod on a miss. Strike three. Shota gets the best of Freddy Freeman. Strike out number one. And it's a big one for out number [Applause] two. just goes back to that slide ball and hits the swing and miss in the zone. Spin in the zone. Oh, one hit out to center. PCA back at the wall and Tommy Edmond does it again. Wow. Yeah. With all the firepower they have in their lineup, you wouldn't think you'd be most concerned with Tommy Edmond, but that has been the case in his career against the Cubs. This is the third time he's gotten showed. He hit two against him in a game last [Applause] year. Perseverance from Dustin Mang down the right field line. That's a base hit. It's off the wall and half the second. And it's a leadoff double here in the first. A chance to answer right away after the Dodgers put that three spot up in the top of the inning. And a good start here for Ian Hat were 110 mph. Tucker into center. Base hit. H stops at third. The Cubs backto back hits here against Dustin May to begin the bottom of the first inning. Tucker's off. No throw to second and Kyle Tucker steals second. Wrigleyfield against the Diamondbacks. Sea hits it in the left. Pah back. He can't make the catch. Hits off the wall. H scores. Tucker scores. Two-run double. Sea Suzuki. And the Cubs are on the board of the [Applause] first. And they're hanging out some ropes here. The contact against Dustin May it's been most impressive again that one finds the center of the strike zone and say jumps all over it not getting a whole lot of sank on his sanker I had moonwalk on homie 100 mph guy tapper to first and steps off first and retires Bush but say at a serve hitless on Sunday. Dansby in the air center field. Edmond back at the wall. Jumps up. Can't make the catch. Jumps into center field. Tying run scores. Dansby to third. RBI triple. It's a three-3 game. [Applause] [Applause] 2-1 popped up left field shallow. It falls in for a base hit. PCA heading to second gets there standing up. It's four to three Cubs. Amaya. Another blooper into right field. That ball's in for a base hit. Pet Cro Armstrong scores. Miguela RBI single. Five to three comes in the [Applause] first. Little bit of this, a little bit of that. Just need the long ball. He really cranks on that slider right off the end of the bat. Hernandez and Hernandez in pursuit, but nobody can get there. And PCA cruises on home. That's pulled out to left. Half back at the wall. That is wiggle. All flying tonight here at Wrigley Field. Annie Pahz third homer of the year. Solo shot. Cubs lead cut to one here in the second. Certainly got help but certainly did not need help. He crushed that baseball. So he did try to go in. P has cut it [Applause] off. Two two caugh on a miss. Strike three. Hit the third. Workman fields that one. Fires across the diamond. One [Applause] away. Hernandez. Line drive caught by Dansby. One or two of those clubs is probably going to be stay at home. That's a great pitch. Shota freezes Freddy Freeman. [Applause] The payoff just misses. Here's the pitch. Got [Applause] it. Swinging a miss. Strike three. Strike out number 200 for Shota Imanaga in a Cubs uniform. He Ks Kik Hernandez. Two outs. again. He goes back to that splitter and it's up. Actually, not a great pitch, but a great result. Big leg kick. First and second, two outs. 02 count on the crowd on their feet. High left. H makes the catch and Sha gets out of it in the fourth. One, two, swing and a miss. Strike three. Shota strikes out again. One away. And again, he goes for that slide ball to get the job done. And this one diving off that outside corner. And a feeble hack at it there by the new daddy. Two. That's it. Well, deep right. Hernandez. watches but by Pete Cro [Applause] Armstrong. PCA annihilated that baseball. Two-run shot deep into the bleachers. It's seven to four Cubs. [Applause] First home run allowed by Dustin May this year. They'd like to work up in the zone with a fast ball. The PCA. That one got down into his happy zone and man did he unload at this juncture. But we haven't. Smith hits it out the left field. That's back. That's into the bleachers. Council hoping to get Shota through this sixth inning. He's got Brad Keller up. We'll see what the plan is going forward. Smith circles the bases for the third time this [Applause] year. Talk about his splitter sometimes cutting on him. Looks like that's what happened there. Muny hits it in the air to right. Tucker is back at the wall. Jumps up. He caught [Applause] it. Hold your breath moment there for Shota as that ball almost gets out of here. And a nice play by Tucker twisting and turning but ultimately hauling this ball in. The Dodgers make a bid for another home run. Craig Council's going to make a move. Not easy when you have to deal with the wall obviously and the basket on a windy night at Wrigley. And the crowd applauding Shota Ianaga for his effort tonight in line for the win. And this pitching change is brought to you by Lakeside Bank. Lakeside Bank. It's about time. Throws the slider 45% of the time. That line drive to left of the base hit sit. Second hit for Rian left and a base hit for Sei. It goes through the legs of PZA heading to second. The throw is late. 1-1 out towards left field. PZ in makes the catch. That tags up. Here's the throw home. The tag. He's [Applause] safe. Rogers contemplating a challenge here. Will Smith thought he got him. They're going to take a look. Los Angeles is challenging to stay safe at home plate. All right, they're taking a second look. A second opinion is always a good idea. Get yours at Northwestern Medicine. Katie, what were your initial thoughts? I thought he was safe, but it was really close. [Applause] Yeah. And they, you know, they're going to get a lot of looks at it back in New York. I don't know if there's enough there to overturn. Have to review. The call on the field is overturned. The runner is out. Los [Applause] Angeles by Keller. 3-2. Can't take the umpire to task over that one. Another walk. One, two, roll over to third. It's off the glove of Workman. One run scores. Rest moves station to station. It's a seven to six game. And Freeman lines it to left. Base hit for Freddy Freeman. Two-run score. Freeman heads to second. The throw. It's late and the Dodgers take the [Applause] lead. That's it to right. Tucker towards the corner makes the catch. It's deep enough to score a run. Fernandez score. Sack fly. Nine to7 Dodgers. Two-1 Smith in the air to left half back and he plays it off the wall. Freeman scores. Will Smith RBI double. Huge night for him. It's 10 to7 Dodgers. went with that slider and it backed up on him. Just sat there right in the middle of the strike [Applause] zone. Tell you what, there have been some loud noises in this game from both sides. A lot of hard contact. Third and run scored, fourth and runs batted in. 2-2. That's it. Well, right field way back. It's [Applause] gone. Kyle Tucker, you are the man. Two-run shot. Seventh of the year. Comes within one. It's a 109 game. It's not fair to expect to expect a player to come through every single time he comes up, but that's the sense you get with Tucker. He took that real bad hack at the slider by a couple pitches previous. Almost like he was setting him up. Throw me another one. See what kind of hack I put on it. What a game. This home run is brought to you by Hefty, Hefty, Hefty, ultra strong, ultra low price. This slider stays middle in and then it goes out. Just a little casual back flip to celebrate. Amaya into center field. Edmonds back at the wall. Jumps up. It's in the basket. We are [Applause] tied. Pop us up the Gamaya. It's 10 to [Applause] 10. That deserves a curtain call, folks. Two outs in the ninth. Miguel delivers. What a ball game. What did we do to deserve this classic? Talk about how that wind had died down. But this one did not need a lot of help. He leaned on it. Lean back and watch it fly. Ball third strike. Miguel Maya extends it. Ground ball towards first. Diving play made underhand the first and they got him. [Applause] Yes, we [Applause] can. O2 hit the first step off first. Scoreless city quarter know what Davis will make his Dodger debut here. called up a couple of days ago from Triple A last year. Nine appearances with the Rockies, 20 innings and a 575 ERA. Making his Dodgers debut here in the big leagues. 10-10 bottom 10. Vidal Bruhan at second represents a potential game-winning [Applause] run. Half ground ball into right field for a base hit. Bruhan rounds third throw home. It's late. Cubs win. [Applause] [Music] [Applause] What you [Music] [Applause] say? Winter days.",1,The video transcript contains a detailed play-by-play account of a Major League Baseball game between the Chicago Cubs and the Los Angeles Dodgers. There are no claims made that lack credible evidence
